Party;Voting ID;Yes;No;Unregistered;Refrained;Excused;Max
Nezařaz;73250;4;0;0;0;1;Y
ANO;73251;60;0;0;3;15;Y
ODS;73251;17;0;1;2;3;Y
Piráti;73251;19;0;0;1;2;Y
SPD;73251;16;0;1;0;3;Y
ČSSD;73251;7;0;0;0;7;Y
KSČM;73251;12;0;1;1;1;Y
KDU-ČSL;73251;9;0;0;0;1;Y
TOP09;73251;5;0;0;1;1;Y
STAN;73251;3;0;0;0;3;Y
Nezařaz;73251;4;0;0;0;1;Y
ANO;73252;61;0;0;2;15;Y
ODS;73252;17;0;1;2;3;Y
Piráti;73252;20;0;0;0;2;Y
SPD;73252;17;0;0;0;3;Y
ČSSD;73252;6;0;0;1;7;O
KSČM;73252;12;0;1;1;1;Y
KDU-ČSL;73252;9;0;0;0;1;Y
TOP09;73252;5;0;0;1;1;Y
STAN;73252;3;0;0;0;3;Y
Nezařaz;73252;4;0;0;0;1;Y
ANO;73253;61;0;0;2;15;Y
ODS;73253;17;0;1;2;3;Y
Piráti;73253;20;0;0;0;2;Y
SPD;73253;17;0;0;0;3;Y
ČSSD;73253;7;0;0;0;7;Y
KSČM;73253;12;0;1;1;1;Y
KDU-ČSL;73253;9;0;0;0;1;Y
TOP09;73253;5;0;0;1;1;Y
STAN;73253;3;0;0;0;3;Y
Nezařaz;73253;3;0;0;1;1;Y
ANO;73254;60;0;1;1;16;Y
ODS;73254;15;0;5;0;3;Y
Piráti;73254;20;0;0;0;2;Y
SPD;73254;14;0;2;1;3;Y
ČSSD;73254;6;0;1;0;7;O
KSČM;73254;12;0;2;0;1;Y
KDU-ČSL;73254;7;0;2;0;1;Y
TOP09;73254;6;0;0;0;1;Y
STAN;73254;3;0;0;0;3;Y
Nezařaz;73254;4;0;0;0;1;Y
ANO;73255;0;0;0;62;16;O
ODS;73255;17;0;3;0;3;Y
Piráti;73255;20;0;0;0;2;Y
SPD;73255;16;0;1;0;3;Y
ČSSD;73255;0;0;1;6;7;O
KSČM;73255;0;0;0;14;1;O
KDU-ČSL;73255;7;0;1;0;2;Y
TOP09;73255;6;0;0;0;1;Y
STAN;73255;3;0;0;0;3;Y
Nezařaz;73255;4;0;0;0;1;Y
ANO;73256;2;2;0;58;16;O
ODS;73256;17;0;3;0;3;Y
Piráti;73256;20;0;0;0;2;Y
SPD;73256;17;0;0;0;3;Y
ČSSD;73256;0;2;0;5;7;O
KSČM;73256;0;0;0;14;1;O
KDU-ČSL;73256;7;0;1;0;2;Y
TOP09;73256;5;0;0;1;1;Y
STAN;73256;3;0;0;0;3;Y
Nezařaz;73256;4;0;0;0;1;Y
ANO;73257;61;0;0;1;16;Y
ODS;73257;17;0;3;0;3;Y
Piráti;73257;20;0;0;0;2;Y
SPD;73257;17;0;0;0;3;Y
ČSSD;73257;7;0;0;0;7;Y
KSČM;73257;14;0;0;0;1;Y
KDU-ČSL;73257;7;0;1;0;2;Y
TOP09;73257;6;0;0;0;1;Y
STAN;73257;3;0;0;0;3;Y
Nezařaz;73257;4;0;0;0;1;Y
ANO;73258;62;0;0;0;16;Y
ODS;73258;19;0;1;0;3;Y
Piráti;73258;20;0;0;0;2;Y
SPD;73258;17;0;0;0;3;Y
ČSSD;73258;6;0;0;1;7;O
KSČM;73258;14;0;0;0;1;Y
KDU-ČSL;73258;7;0;1;0;2;Y
TOP09;73258;6;0;0;0;1;Y
STAN;73258;3;0;0;0;3;Y
Nezařaz;73258;4;0;0;0;1;Y
ANO;73259;4;0;2;56;16;O
ODS;73259;19;0;1;0;3;Y
Piráti;73259;20;0;0;0;2;Y
SPD;73259;17;0;0;0;3;Y
ČSSD;73259;1;0;0;6;7;O
KSČM;73259;0;0;0;14;1;O
KDU-ČSL;73259;7;0;1;0;2;Y
TOP09;73259;6;0;0;0;1;Y
STAN;73259;3;0;0;0;3;Y
Nezařaz;73259;4;0;0;0;1;Y
ANO;73260;55;0;0;7;16;Y
ODS;73260;16;0;1;3;3;Y
Piráti;73260;16;0;0;4;2;Y
SPD;73260;16;0;0;1;3;Y
ČSSD;73260;6;0;0;1;7;O
KSČM;73260;11;0;0;3;1;Y
KDU-ČSL;73260;7;0;1;0;2;Y
TOP09;73260;6;0;0;0;1;Y
STAN;73260;3;0;0;0;3;Y
Nezařaz;73260;4;0;0;0;1;Y
ANO;73261;0;2;3;57;16;O
ODS;73261;18;0;2;0;3;Y
Piráti;73261;19;0;1;0;2;Y
SPD;73261;16;0;0;1;3;Y
ČSSD;73261;1;0;0;6;7;O
KSČM;73261;0;0;2;12;1;O
KDU-ČSL;73261;7;0;1;0;2;Y
TOP09;73261;6;0;0;0;1;Y
STAN;73261;3;0;0;0;3;Y
Nezařaz;73261;4;0;0;0;1;Y
ANO;73262;55;0;1;6;16;Y
ODS;73262;17;0;2;1;3;Y
Piráti;73262;18;0;0;1;3;Y
SPD;73262;16;0;0;2;2;Y
ČSSD;73262;6;0;0;2;6;O
KSČM;73262;12;0;0;2;1;Y
KDU-ČSL;73262;6;0;1;1;2;Y
TOP09;73262;7;0;0;0;0;Y
STAN;73262;3;0;0;0;3;Y
Nezařaz;73262;0;0;1;3;1;O
ANO;73263;48;0;7;7;16;Y
ODS;73263;17;0;3;0;3;Y
Piráti;73263;18;0;1;0;3;Y
SPD;73263;14;0;1;3;2;Y
ČSSD;73263;7;0;0;0;7;Y
KSČM;73263;0;13;0;1;1;N
KDU-ČSL;73263;6;0;2;0;2;Y
TOP09;73263;7;0;0;0;0;Y
STAN;73263;3;0;0;0;3;Y
Nezařaz;73263;0;0;4;0;1;O
ANO;73264;51;0;6;5;16;Y
ODS;73264;17;0;3;0;3;Y
Piráti;73264;18;0;1;0;3;Y
SPD;73264;16;0;1;1;2;Y
ČSSD;73264;7;0;0;0;7;Y
KSČM;73264;0;10;0;4;1;N
KDU-ČSL;73264;6;0;2;0;2;Y
TOP09;73264;7;0;0;0;0;Y
STAN;73264;3;0;0;0;3;Y
Nezařaz;73264;0;0;4;0;1;O
ANO;73265;51;0;6;5;16;Y
ODS;73265;4;0;3;13;3;O
Piráti;73265;18;0;1;0;3;Y
SPD;73265;16;0;1;1;2;Y
ČSSD;73265;7;0;0;0;7;Y
KSČM;73265;0;9;1;4;1;N
KDU-ČSL;73265;5;0;2;1;2;Y
TOP09;73265;6;0;0;1;0;Y
STAN;73265;2;0;0;1;3;O
Nezařaz;73265;2;0;2;0;1;O
ANO;73266;56;0;6;0;16;Y
ODS;73266;17;0;3;0;3;Y
Piráti;73266;19;0;0;0;3;Y
SPD;73266;16;0;1;1;2;Y
ČSSD;73266;7;0;0;0;7;Y
KSČM;73266;13;0;0;1;1;Y
KDU-ČSL;73266;7;0;1;0;2;Y
TOP09;73266;7;0;0;0;0;Y
STAN;73266;3;0;0;0;3;Y
Nezařaz;73266;2;0;2;0;1;O
ANO;73267;11;0;4;47;16;O
ODS;73267;17;0;3;0;3;Y
Piráti;73267;19;0;0;0;3;Y
SPD;73267;11;0;3;4;2;Y
ČSSD;73267;7;0;0;0;7;Y
KSČM;73267;0;7;1;6;1;O
KDU-ČSL;73267;7;0;1;0;2;Y
TOP09;73267;7;0;0;0;0;Y
STAN;73267;3;0;0;0;3;Y
Nezařaz;73267;0;0;2;2;1;O
ANO;73268;2;3;4;53;16;O
ODS;73268;17;0;3;0;3;Y
Piráti;73268;19;0;0;0;3;Y
SPD;73268;11;0;4;3;2;Y
ČSSD;73268;7;0;0;0;7;Y
KSČM;73268;0;14;0;0;1;N
KDU-ČSL;73268;7;0;0;0;3;Y
TOP09;73268;7;0;0;0;0;Y
STAN;73268;3;0;0;0;3;Y
Nezařaz;73268;0;0;2;2;1;O
ANO;73269;1;54;2;4;17;N
ODS;73269;0;12;8;0;3;N
Piráti;73269;15;0;3;1;3;Y
SPD;73269;0;16;2;0;2;N
ČSSD;73269;0;1;4;2;7;O
KSČM;73269;0;11;2;0;2;N
KDU-ČSL;73269;2;0;0;4;4;O
TOP09;73269;3;0;2;2;0;O
STAN;73269;0;1;2;0;3;O
Nezařaz;73269;0;0;2;0;3;O
ANO;73270;58;0;2;1;17;Y
ODS;73270;12;0;8;0;3;Y
Piráti;73270;17;0;2;0;3;Y
SPD;73270;16;0;2;0;2;Y
ČSSD;73270;3;0;4;0;7;O
KSČM;73270;13;0;0;0;2;Y
KDU-ČSL;73270;6;0;0;0;4;Y
TOP09;73270;4;0;2;1;0;Y
STAN;73270;1;0;2;0;3;O
Nezařaz;73270;0;0;2;0;3;O
ANO;73271;51;0;2;8;17;Y
ODS;73271;12;0;8;0;3;Y
Piráti;73271;16;0;2;1;3;Y
SPD;73271;16;0;2;0;2;Y
ČSSD;73271;2;0;5;0;7;O
KSČM;73271;11;0;0;2;2;Y
KDU-ČSL;73271;6;0;0;0;4;Y
TOP09;73271;4;0;2;1;0;Y
STAN;73271;1;0;2;0;3;O
Nezařaz;73271;0;0;2;0;3;O
ANO;73272;55;0;2;4;17;Y
ODS;73272;11;0;8;1;3;O
Piráti;73272;17;0;2;0;3;Y
SPD;73272;16;0;2;0;2;Y
ČSSD;73272;2;0;5;0;7;O
KSČM;73272;12;0;0;1;2;Y
KDU-ČSL;73272;6;0;0;0;4;Y
TOP09;73272;5;0;2;0;0;Y
STAN;73272;1;0;2;0;3;O
Nezařaz;73272;0;0;2;0;3;O
ANO;73273;5;9;2;45;17;O
ODS;73273;11;0;8;1;3;O
Piráti;73273;16;0;2;1;3;Y
SPD;73273;0;0;2;16;2;O
ČSSD;73273;0;0;5;2;7;O
KSČM;73273;1;8;0;4;2;N
KDU-ČSL;73273;6;0;0;0;4;Y
TOP09;73273;4;0;2;1;0;Y
STAN;73273;0;0;2;1;3;O
Nezařaz;73273;0;0;2;0;3;O
ANO;73274;4;8;2;47;17;O
ODS;73274;12;0;8;0;3;Y
Piráti;73274;16;0;2;1;3;Y
SPD;73274;0;1;2;15;2;O
ČSSD;73274;1;1;5;0;7;O
KSČM;73274;0;6;0;7;2;O
KDU-ČSL;73274;6;0;0;0;4;Y
TOP09;73274;4;1;2;0;0;Y
STAN;73274;0;0;2;1;3;O
Nezařaz;73274;0;0;2;0;3;O
ANO;73275;5;25;2;29;17;O
ODS;73275;6;3;8;3;3;O
Piráti;73275;13;0;2;4;3;Y
SPD;73275;0;2;2;14;2;O
ČSSD;73275;2;0;5;0;7;O
KSČM;73275;1;8;0;4;2;N
KDU-ČSL;73275;6;0;0;0;4;Y
TOP09;73275;4;1;2;0;0;Y
STAN;73275;0;0;2;1;3;O
Nezařaz;73275;0;0;2;0;3;O
ANO;73276;55;0;2;4;17;Y
ODS;73276;10;0;8;2;3;O
Piráti;73276;17;0;2;0;3;Y
SPD;73276;15;0;2;1;2;Y
ČSSD;73276;3;0;4;0;7;O
KSČM;73276;13;0;0;0;2;Y
KDU-ČSL;73276;6;0;0;0;4;Y
TOP09;73276;4;0;2;1;0;Y
STAN;73276;1;0;2;0;3;O
Nezařaz;73276;0;0;2;0;3;O
ANO;73277;2;13;19;26;18;O
ODS;73277;0;7;13;0;3;O
Piráti;73277;0;6;6;7;3;O
SPD;73277;0;0;10;8;2;O
ČSSD;73277;1;1;5;0;7;O
KSČM;73277;0;10;3;0;2;N
KDU-ČSL;73277;5;0;1;0;4;Y
TOP09;73277;1;0;5;1;0;O
STAN;73277;1;0;1;1;3;O
Nezařaz;73277;0;0;2;0;3;O
ANO;73278;8;0;3;67;0;O
ODS;73278;14;0;0;9;0;Y
Piráti;73278;21;0;0;0;1;Y
SPD;73278;15;0;0;3;2;Y
ČSSD;73278;1;2;1;9;1;O
KSČM;73278;0;0;0;14;1;O
KDU-ČSL;73278;7;0;0;1;2;Y
TOP09;73278;7;0;0;0;0;Y
STAN;73278;3;0;0;2;1;Y
Nezařaz;73278;0;0;1;1;3;O
ANO;73279;73;0;2;3;0;Y
ODS;73279;22;0;0;1;0;Y
Piráti;73279;21;0;0;0;1;Y
SPD;73279;15;0;0;3;2;Y
ČSSD;73279;10;0;1;2;1;Y
KSČM;73279;13;0;0;1;1;Y
KDU-ČSL;73279;7;0;0;1;2;Y
TOP09;73279;7;0;0;0;0;Y
STAN;73279;5;0;0;0;1;Y
Nezařaz;73279;1;0;1;0;3;O
ANO;73280;1;0;2;75;0;O
ODS;73280;21;0;0;2;0;Y
Piráti;73280;21;0;0;0;1;Y
SPD;73280;15;0;0;3;2;Y
ČSSD;73280;0;0;1;12;1;O
KSČM;73280;0;0;0;14;1;O
KDU-ČSL;73280;8;0;0;0;2;Y
TOP09;73280;7;0;0;0;0;Y
STAN;73280;5;0;0;0;1;Y
Nezařaz;73280;1;0;1;0;3;O
ANO;73281;1;0;1;76;0;O
ODS;73281;0;0;0;23;0;O
Piráti;73281;0;18;0;3;1;N
SPD;73281;0;0;0;18;2;O
ČSSD;73281;0;0;1;12;1;O
KSČM;73281;13;0;0;1;1;Y
KDU-ČSL;73281;7;0;0;1;2;Y
TOP09;73281;6;0;0;1;0;Y
STAN;73281;1;0;0;4;1;O
Nezařaz;73281;0;0;1;1;3;O
ANO;73282;0;5;1;72;0;O
ODS;73282;22;0;0;1;0;Y
Piráti;73282;21;0;0;0;1;Y
SPD;73282;15;0;0;3;2;Y
ČSSD;73282;3;1;1;8;1;O
KSČM;73282;0;0;0;14;1;O
KDU-ČSL;73282;8;0;0;0;2;Y
TOP09;73282;7;0;0;0;0;Y
STAN;73282;5;0;0;0;1;Y
Nezařaz;73282;1;0;1;0;3;O
ANO;73283;0;9;1;68;0;O
ODS;73283;21;1;0;1;0;Y
Piráti;73283;21;0;0;0;1;Y
SPD;73283;14;0;0;4;2;Y
ČSSD;73283;3;1;1;8;1;O
KSČM;73283;0;0;0;14;1;O
KDU-ČSL;73283;8;0;0;0;2;Y
TOP09;73283;7;0;0;0;0;Y
STAN;73283;5;0;0;0;1;Y
Nezařaz;73283;0;0;1;1;3;O
ANO;73284;0;0;1;77;0;O
ODS;73284;22;0;0;1;0;Y
Piráti;73284;21;0;0;0;1;Y
SPD;73284;15;0;0;3;2;Y
ČSSD;73284;1;0;1;11;1;O
KSČM;73284;0;0;0;14;1;O
KDU-ČSL;73284;7;0;0;1;2;Y
TOP09;73284;7;0;0;0;0;Y
STAN;73284;4;0;0;1;1;Y
Nezařaz;73284;0;0;1;1;3;O
ANO;73285;74;0;1;3;0;Y
ODS;73285;21;0;0;2;0;Y
Piráti;73285;6;0;0;15;1;O
SPD;73285;1;0;0;17;2;O
ČSSD;73285;12;0;1;1;0;Y
KSČM;73285;13;0;0;1;1;Y
KDU-ČSL;73285;0;0;0;8;2;O
TOP09;73285;7;0;0;0;0;Y
STAN;73285;0;0;0;5;1;O
Nezařaz;73285;0;0;0;2;3;O
ANO;73286;76;0;0;1;1;Y
ODS;73286;20;0;2;0;1;Y
Piráti;73286;20;0;1;0;1;Y
SPD;73286;17;0;1;0;2;Y
ČSSD;73286;12;0;2;0;0;Y
KSČM;73286;14;0;0;0;1;Y
KDU-ČSL;73286;8;0;0;0;2;Y
TOP09;73286;7;0;0;0;0;Y
STAN;73286;5;0;0;0;1;Y
Nezařaz;73286;0;0;2;0;3;O
ANO;73287;1;0;3;74;0;O
ODS;73287;18;0;2;1;2;Y
Piráti;73287;21;0;0;0;1;Y
SPD;73287;15;0;3;1;1;Y
ČSSD;73287;0;0;3;10;1;O
KSČM;73287;0;0;2;12;1;O
KDU-ČSL;73287;7;0;1;0;2;Y
TOP09;73287;5;0;1;0;1;Y
STAN;73287;3;0;2;0;1;Y
Nezařaz;73287;0;0;2;0;3;O
ANO;73288;78;0;0;0;0;Y
ODS;73288;19;0;2;0;2;Y
Piráti;73288;21;0;0;0;1;Y
SPD;73288;18;0;1;0;1;Y
ČSSD;73288;12;0;1;0;1;Y
KSČM;73288;12;0;1;1;1;Y
KDU-ČSL;73288;7;0;1;0;2;Y
TOP09;73288;6;0;0;0;1;Y
STAN;73288;3;0;2;0;1;Y
Nezařaz;73288;0;0;2;0;3;O
ANO;73289;62;0;0;16;0;Y
ODS;73289;15;0;2;4;2;Y
Piráti;73289;18;0;1;2;1;Y
SPD;73289;18;0;1;0;1;Y
ČSSD;73289;8;0;1;4;1;Y
KSČM;73289;0;9;1;4;1;N
KDU-ČSL;73289;6;0;0;2;2;Y
TOP09;73289;6;0;0;0;1;Y
STAN;73289;3;0;2;0;1;Y
Nezařaz;73289;0;0;1;0;4;O
ANO;73290;65;0;1;12;0;Y
ODS;73290;13;0;2;6;2;Y
Piráti;73290;19;0;0;2;1;Y
SPD;73290;18;0;0;1;1;Y
ČSSD;73290;6;0;0;5;3;O
KSČM;73290;12;0;1;1;1;Y
KDU-ČSL;73290;5;0;0;3;2;Y
TOP09;73290;0;0;0;6;1;O
STAN;73290;0;0;2;3;1;O
Nezařaz;73290;0;0;1;0;4;O
ANO;73291;67;0;3;0;8;Y
ODS;73291;17;0;5;1;0;Y
Piráti;73291;21;0;0;0;1;Y
SPD;73291;15;0;4;0;1;Y
ČSSD;73291;7;0;6;0;1;Y
KSČM;73291;8;0;4;1;2;Y
KDU-ČSL;73291;8;0;1;0;1;Y
TOP09;73291;3;0;1;0;3;O
STAN;73291;5;0;0;0;1;Y
Nezařaz;73291;0;0;1;0;4;O
ANO;73292;67;0;2;1;8;Y
ODS;73292;18;0;4;1;0;Y
Piráti;73292;21;0;0;0;1;Y
SPD;73292;18;0;1;0;1;Y
ČSSD;73292;7;0;6;0;1;Y
KSČM;73292;9;0;3;1;2;Y
KDU-ČSL;73292;8;0;1;0;1;Y
TOP09;73292;3;0;1;0;3;O
STAN;73292;5;0;0;0;1;Y
Nezařaz;73292;0;0;1;0;4;O
ANO;73293;67;0;2;1;8;Y
ODS;73293;21;0;2;0;0;Y
Piráti;73293;21;0;0;0;1;Y
SPD;73293;18;0;1;0;1;Y
ČSSD;73293;7;0;6;0;1;Y
KSČM;73293;10;0;3;0;2;Y
KDU-ČSL;73293;8;0;1;0;1;Y
TOP09;73293;3;0;1;0;3;O
STAN;73293;5;0;0;0;1;Y
Nezařaz;73293;0;0;1;0;4;O
ANO;73294;71;0;0;0;7;Y
ODS;73294;18;0;0;5;0;Y
Piráti;73294;20;0;0;1;1;Y
SPD;73294;19;0;0;0;1;Y
ČSSD;73294;10;0;1;2;1;Y
KSČM;73294;10;0;2;1;2;Y
KDU-ČSL;73294;9;0;0;0;1;Y
TOP09;73294;5;0;0;0;2;Y
STAN;73294;5;0;0;0;1;Y
Nezařaz;73294;0;0;0;1;4;O
ANO;73295;70;0;0;1;7;Y
ODS;73295;20;0;0;3;0;Y
Piráti;73295;21;0;0;0;1;Y
SPD;73295;19;0;0;0;1;Y
ČSSD;73295;11;0;1;1;1;Y
KSČM;73295;10;0;2;1;2;Y
KDU-ČSL;73295;9;0;0;0;1;Y
TOP09;73295;3;0;0;2;2;O
STAN;73295;5;0;0;0;1;Y
Nezařaz;73295;1;0;0;0;4;O
ANO;73296;71;0;0;0;7;Y
ODS;73296;21;0;0;2;0;Y
Piráti;73296;20;1;0;0;1;Y
SPD;73296;19;0;0;0;1;Y
ČSSD;73296;12;0;1;0;1;Y
KSČM;73296;10;0;2;1;2;Y
KDU-ČSL;73296;9;0;0;0;1;Y
TOP09;73296;5;0;0;0;2;Y
STAN;73296;5;0;0;0;1;Y
Nezařaz;73296;1;0;0;0;4;O
ANO;73297;0;14;3;54;7;O
ODS;73297;0;1;1;21;0;O
Piráti;73297;7;0;0;14;1;O
SPD;73297;18;0;1;0;1;Y
ČSSD;73297;0;9;2;2;1;N
KSČM;73297;0;11;2;0;2;N
KDU-ČSL;73297;9;0;0;0;1;Y
TOP09;73297;0;0;0;5;2;O
STAN;73297;1;0;0;4;1;O
Nezařaz;73297;0;0;0;1;4;O
ANO;73298;71;0;0;0;7;Y
ODS;73298;22;0;1;0;0;Y
Piráti;73298;0;0;0;21;1;O
SPD;73298;19;0;0;0;1;Y
ČSSD;73298;12;0;1;0;1;Y
KSČM;73298;11;0;2;0;2;Y
KDU-ČSL;73298;9;0;0;0;1;Y
TOP09;73298;5;0;0;0;2;Y
STAN;73298;5;0;0;0;1;Y
Nezařaz;73298;0;1;0;0;4;O
ANO;73299;67;0;0;4;7;Y
ODS;73299;19;0;1;3;0;Y
Piráti;73299;21;0;0;0;1;Y
SPD;73299;19;0;0;0;1;Y
ČSSD;73299;10;0;2;1;1;Y
KSČM;73299;10;0;2;1;2;Y
KDU-ČSL;73299;7;0;0;2;1;Y
TOP09;73299;4;0;0;1;2;Y
STAN;73299;5;0;0;0;1;Y
Nezařaz;73299;1;0;0;0;4;O
ANO;73300;62;0;0;9;7;Y
ODS;73300;19;0;1;3;0;Y
Piráti;73300;13;0;3;5;1;Y
SPD;73300;14;0;1;4;1;Y
ČSSD;73300;12;0;0;1;1;Y
KSČM;73300;11;0;1;1;2;Y
KDU-ČSL;73300;7;0;0;2;1;Y
TOP09;73300;4;0;0;1;2;Y
STAN;73300;2;0;0;3;1;O
Nezařaz;73300;0;0;0;1;4;O
ANO;73301;0;61;6;4;7;N
ODS;73301;11;0;4;8;0;O
Piráti;73301;0;7;6;8;1;O
SPD;73301;0;15;3;0;2;N
ČSSD;73301;0;12;1;0;1;N
KSČM;73301;0;10;2;1;2;N
KDU-ČSL;73301;0;6;2;1;1;N
TOP09;73301;0;1;1;3;2;O
STAN;73301;0;0;3;2;1;O
Nezařaz;73301;0;0;0;1;4;O
ANO;73302;51;0;17;3;7;Y
ODS;73302;14;0;9;0;0;Y
Piráti;73302;11;0;10;0;1;Y
SPD;73302;12;0;6;0;2;Y
ČSSD;73302;10;0;3;0;1;Y
KSČM;73302;7;0;6;0;2;O
KDU-ČSL;73302;6;0;3;0;1;Y
TOP09;73302;1;0;3;0;3;O
STAN;73302;1;0;4;0;1;O
Nezařaz;73302;1;0;0;0;4;O
ANO;73303;59;1;11;0;7;Y
ODS;73303;22;0;1;0;0;Y
Piráti;73303;15;0;6;0;1;Y
SPD;73303;18;0;1;0;1;Y
ČSSD;73303;6;0;6;0;2;O
KSČM;73303;8;0;5;0;2;Y
KDU-ČSL;73303;6;0;3;0;1;Y
TOP09;73303;1;0;4;0;2;O
STAN;73303;4;0;1;0;1;Y
Nezařaz;73303;0;0;2;0;3;O
ANO;73304;61;0;10;0;7;Y
ODS;73304;22;0;1;0;0;Y
Piráti;73304;15;0;6;0;1;Y
SPD;73304;18;0;1;0;1;Y
ČSSD;73304;6;0;6;0;2;O
KSČM;73304;0;0;5;8;2;O
KDU-ČSL;73304;8;0;1;0;1;Y
TOP09;73304;1;0;4;0;2;O
STAN;73304;4;0;1;0;1;Y
Nezařaz;73304;0;0;2;0;3;O
ANO;73305;61;0;10;0;7;Y
ODS;73305;22;0;1;0;0;Y
Piráti;73305;0;4;6;11;1;O
SPD;73305;18;0;1;0;1;Y
ČSSD;73305;5;1;6;0;2;O
KSČM;73305;0;6;5;2;2;O
KDU-ČSL;73305;8;0;1;0;1;Y
TOP09;73305;1;0;4;0;2;O
STAN;73305;4;0;1;0;1;Y
Nezařaz;73305;0;0;2;0;3;O
ANO;73306;58;0;9;4;7;Y
ODS;73306;15;0;2;6;0;Y
Piráti;73306;17;0;4;0;1;Y
SPD;73306;18;0;1;0;1;Y
ČSSD;73306;6;0;6;0;2;O
KSČM;73306;8;0;4;1;2;Y
KDU-ČSL;73306;8;0;1;0;1;Y
TOP09;73306;1;0;4;0;2;O
STAN;73306;3;0;2;0;1;Y
Nezařaz;73306;0;0;2;0;3;O
ANO;73307;53;0;13;2;10;Y
ODS;73307;15;0;8;0;0;Y
Piráti;73307;19;0;2;0;1;Y
SPD;73307;18;0;0;0;2;Y
ČSSD;73307;7;0;3;0;4;Y
KSČM;73307;5;0;9;0;1;O
KDU-ČSL;73307;6;0;3;0;1;Y
TOP09;73307;2;0;2;0;3;O
STAN;73307;3;0;1;0;2;Y
Nezařaz;73307;1;0;1;0;3;O
ANO;73308;38;0;14;3;23;O
ODS;73308;5;0;13;0;5;O
Piráti;73308;14;0;4;0;4;Y
SPD;73308;10;0;5;1;4;Y
ČSSD;73308;2;0;3;1;8;O
KSČM;73308;6;0;7;0;2;O
KDU-ČSL;73308;3;0;2;0;5;O
TOP09;73308;3;0;2;1;1;O
STAN;73308;2;0;2;1;1;O
Nezařaz;73308;1;0;2;0;2;O
ANO;73309;49;0;6;0;23;Y
ODS;73309;9;0;8;0;6;O
Piráti;73309;16;0;2;0;4;Y
SPD;73309;11;0;5;0;4;Y
ČSSD;73309;2;0;4;0;8;O
KSČM;73309;9;0;4;0;2;Y
KDU-ČSL;73309;4;0;2;0;4;O
TOP09;73309;6;0;0;0;1;Y
STAN;73309;3;0;1;1;1;Y
Nezařaz;73309;3;0;0;0;2;Y
ANO;73310;51;0;3;0;24;Y
ODS;73310;0;1;12;6;4;O
Piráti;73310;0;11;5;1;5;N
SPD;73310;0;0;1;14;5;O
ČSSD;73310;0;0;5;0;9;O
KSČM;73310;4;0;9;0;2;O
KDU-ČSL;73310;0;3;3;0;4;O
TOP09;73310;0;1;5;0;1;O
STAN;73310;0;3;2;0;1;N
Nezařaz;73310;1;0;1;1;2;O
ANO;73311;38;2;8;3;27;Y
ODS;73311;12;0;6;0;5;Y
Piráti;73311;16;0;1;0;5;Y
SPD;73311;1;0;6;8;5;O
ČSSD;73311;1;0;4;0;9;O
KSČM;73311;3;0;8;0;4;O
KDU-ČSL;73311;4;0;0;0;6;O
TOP09;73311;5;0;0;0;2;Y
STAN;73311;5;0;0;0;1;Y
Nezařaz;73311;0;0;3;0;2;O
ANO;73312;45;0;6;0;27;Y
ODS;73312;0;5;6;7;5;O
Piráti;73312;0;14;1;2;5;N
SPD;73312;7;0;6;2;5;O
ČSSD;73312;1;0;4;0;9;O
KSČM;73312;3;0;6;2;4;O
KDU-ČSL;73312;0;2;0;2;6;O
TOP09;73312;0;5;0;0;2;N
STAN;73312;0;5;0;0;1;N
Nezařaz;73312;0;0;2;1;2;O
ANO;73313;47;0;1;3;27;Y
ODS;73313;1;0;6;11;5;O
Piráti;73313;0;13;1;3;5;N
SPD;73313;9;0;5;1;5;O
ČSSD;73313;0;0;4;1;9;O
KSČM;73313;3;0;5;4;3;O
KDU-ČSL;73313;0;4;0;0;6;O
TOP09;73313;0;4;0;1;2;N
STAN;73313;0;4;0;1;1;N
Nezařaz;73313;0;0;2;1;2;O
ANO;73314;44;0;6;0;28;Y
ODS;73314;11;0;6;0;6;O
Piráti;73314;11;0;5;0;6;Y
SPD;73314;7;0;8;0;5;O
ČSSD;73314;1;0;4;0;9;O
KSČM;73314;9;0;3;0;3;Y
KDU-ČSL;73314;3;0;0;0;7;O
TOP09;73314;3;0;2;0;2;O
STAN;73314;2;0;3;0;1;O
Nezařaz;73314;1;0;2;0;2;O
ANO;73315;46;0;2;0;30;Y
ODS;73315;12;0;3;1;7;Y
Piráti;73315;13;0;3;1;5;Y
SPD;73315;10;0;4;0;6;Y
ČSSD;73315;3;0;2;0;9;O
KSČM;73315;8;0;4;0;3;Y
KDU-ČSL;73315;2;0;1;0;7;O
TOP09;73315;4;1;0;0;2;Y
STAN;73315;5;0;0;0;1;Y
Nezařaz;73315;1;0;2;0;2;O
ANO;73316;44;0;2;3;29;Y
ODS;73316;11;0;5;0;7;O
Piráti;73316;16;0;0;0;6;Y
SPD;73316;10;0;4;0;6;Y
ČSSD;73316;3;0;2;0;9;O
KSČM;73316;5;0;5;1;4;O
KDU-ČSL;73316;3;0;0;0;7;O
TOP09;73316;4;0;1;0;2;Y
STAN;73316;4;0;1;0;1;Y
Nezařaz;73316;1;0;2;0;2;O
ANO;73317;0;17;2;30;29;O
ODS;73317;0;3;5;8;7;O
Piráti;73317;16;0;0;0;6;Y
SPD;73317;0;0;5;9;6;O
ČSSD;73317;2;0;2;1;9;O
KSČM;73317;0;0;5;6;4;O
